text,source
"I have had enough of the constant drama in my house, should I move out? I wish I had a larger word limit, lots of history behind this. To keep it short, I live with my mother and her alcoholic boyfriend, which has made the last 7 years of my life that much harder and I need out.",1
Why canat I just stop trying to fix everythingastop trying to make my relationship the best that I can be? Why canat I just leave things as is without getting someone else pissed? Sometimes I feel such strong emotions I feel like my heart canat take it I feel like no one understands me.. I feel alone..I was typed as infj /isfj I donat know if that had anything to with it..how can I just be happy now sometimes I wish I wasnat so introverted sometimes. (From South Africa),1
"Hello and greetings. I hope somebody can demystify this for me, since I suspect Iam suffering from mild anxiety or something else, such as simple boredom. It feels like I have writeras block on all the time, and part of my brain constantly feels unused, ainactivea and aasleepa, as if on constant autopilot for the whole day.",1
"Iam extremely uncomfortable around my step father. Iam young,13. so iam not sure if this is just me being dumb, but I am really uncomfortable and feel really anxious around my step father. Iave overheard my mother and his arguments, and they are apparently fighting because he cheated with multiple women, and because heas acting like a child.",1
"I have had a partner for over one year, I cheated on my partner at the very beginning of the relationship then stopped I was loyal to him for a good few months and a few days ago I cheated on him again and I donat understand why I did it, I didnat feel anything when I was cheating on him in the moment I was just thinking about him being hurt, angry and confused and I was rather upset when doing it but I kept doing it. I would love to know what yaall think about this because I donat know what to think and I donat want any of my friends to think Iam a slut so Iam not going to askA them.",1
"Since I was 9 (thatas 5 years), it feels like a haze follows me everywhere. The first few years it was probably puberty or something, but I felt a little less than neutral all the time, cried at night sometimes, and got irritated easily. I guess thatas still now, I remember being more aedgya the first 2 years, thatas something to laugh at maybe.",1
"lexapro-sertarline-brintellix-fevarin and now am on venlafaxine. I have some times during the day some good moments where I feel kind of normal and my sleep eating patroon is good, but the strange feeling of myself does not allow me to go back to work yet.. (main problem is monitoring myself too much ) what do you recommend especially that I tried CBT but also without real results.. am afraid this will take longer time and am already fed up with the situation that I cannot concentrate on the main things in life and instead am only busy monitoring myself ( my eyes blinks, my mouth when I talk , my head when am talking, my hands if I move them.. everything seems weird to me) further I do not use any drugs neither I drink alcohol. Please send me your advice and I will be grateful.",1
"Not a major complication but just interested in some different perspectives. I am a physically healthy late-30 year old man. I do not drink alcohol or smoke, I do not do drugs, I donat gamble, and I try to avoid eating bad food too often. I exercise regularly and have a pretty good life (married, child, dog, run my own business). I also donat waste money on buying random stuff to make myself feel rewardeda;.",1
"a Difficulty to socialize and make friends; isolation a Rigid routines (he gets distressed if he canat follow them) a Fear of change (he doesnat want to throw old/broken things away) a Hygiene issues (he rarely showers and shaves and he never uses deodorant) a Sensitivity to noises and light a Repetitive motor mannerisms (which he didnat have as a child) If he had autism, though, he would have some speech difficulties, wouldnat he? He actually uses sarcasm and understands it perfectly. Never shown any speech delay either. Besides, I think I read someone is born autistic, so he canat become autistic at the age of 18. Itas been an evolution, thatas why Iam not sure what is going on. Is he just a very immature teenager or does he have a condition? (From Spain)",1
"A  I should start by saying that I have never posted a question online before. Iam usually pretty logical and level headed and can resolve issues on my own. But this one has been tormenting me and I cannot seem to figure things out. My mother who is in her mid 50s has been teaching her entire life at one school. Itas the school me and my sister graduated from as well. Over a decade ago. But itas what I know, what Iam familiar with.",1
"My girlfriendas male best friend has been sleeping over at her house. See, he recently moved into my house, and since heas moved, heas spent more time at her house than anywhere else. Iam perfectly okay with them hanging out, Iam glad she has such a good friend. But at the end of the day, I really am not okay with him sleeping over at her house when Iam not there. (Question from Canada)",1
"Iam 16 and this year was the worst for me. My parents got divorced, but I knew there was no bad blood between each other and me and them. Yet, it still sucked knowing theyare divorced now. I understand why it happened and I know itas a necessary evil. However, it affected my school work so bad.",1
A  A Itas very hard for me to connect with people. Through my childhood my parents would erupt into major fights that can get physical at any moment.A  They are good parents to my brother and I but iave never experienced a moment with my parents showing love or affection towards each other.A  They separated a lot and for over one year my brother and I had to move from one auntas house to the next while both parents were in different countries.,1
"My friend is sad a lot because she is alone and doesnat have a boyfriend. She always belittles herself and says she isnat good enough. At first, I told her to be patient and focus on bettering herself and she would find someone soon. I now see that she is looking for someone else to be her main source of happiness. After pointing out to her what she was doing, I then told her that she canat love anyone else until she learns to love herself. To which she responded, aI canat love myself. I donat know how to.a How can I help her?",1
"Iam part of a FB group that supports women born with a congenital disease that prevents conception. Iave noticed that a lot of women in the group, though their intentions are good, are very negative and discouraging. Everyone talks so much about trying to be strong but they seem to do nothing to actually feel good about themselves. They just wallow in self-pity like the world owes them. And there seems to be a lot of people who seem to think itas perfectly ok to blackball other women in their life because they fall pregnant.",1
I have never been able to get an answer to this. We got a family puppy when I was in the 9th grade. Our puppy was scared of being in boxes in which he couldnat climb out. He would panic and cry for someone to get him out. My mother enjoyed putting the puppy in a box to see what he did and let him panic and cry until I couldnat take it anymore and picked him up.,1
A  It usually happens when I wake up and I canat stop thinking itas not that i have anything to think about or worry For but i just think about anything not necessarily negative just anything and then the mind shifts to another thing and another and itas not the way we all think in the morning,1
"My SO is bipolar with strong suicidal tendencies and extreme anxiety. I left for 4 days and in that time she left the walk in closet for food a twice. Also puked when the maintenance guy showed up to check the smoke detector without warning. Late every night whether Iam home or away thereas at least an hour long conversation where she begins detailing, in graphic detail and a manic voice how she wants to kill herself, while I talk her down and change topics until she gets tired enough to sleep. Its been like this for a half year minimum and getting worse.",1
"A  Iam 13 and donat know if Iam just weird but I can turn on and turn off my apathy levels? I can turn it off and act like how people are supposed to act during certain situations (raising my empathy/decreasing my apathy).A  For example, when I turn it off and something happens to a friend I feel worried and stuff but itas also kinda feels fake?",1
"overwhelmed, anxious, stressed, panic attacks some times, not in the mood of doing anything from time to time, i like loneliness, i want to punish myself most of the time but never completely hurt myself (just beat myself in some parts of my body), iad insult myself or evening say really bad things as if i wasnat alone in my head (iad feel like there is me and the other evil me telling me all of that), i never self harmed and cut myself but the suicidal thoughts are often here (for example if iam driving the second after iad think about crushing the car against the wall or to another car) the dark thoughts i have all the time are really haunting me,",1
"Hello, Iam a 16 year old girl who has had these creepy day dreams and it keeps getting worse. It occurred when my older sister began living with us (stepmom and dad). We never got a long as kids because I was raised separately as a child. She lived with 4 other of my siblings and I lived with an aunt of mine with her child till I was 10.",1
"So Iam in love with my brotheras wife. We were friends before they married so I guess you could say I was robbed of a wife and robbed of a life. Iave been trying my best to bury this situation, but Iave been unable to cut the roots. Now 15 years later Iam still struggling. I feel so angry and confused but Iam madly in love with her even though itas so complicated. I wish she was mine but Iam not the kind of person that is jealous of or wants to ruin my brotheras marriage. I donat know what to do. Iam in dire need of help and advice. (From the UK)",1
"going to each birthday event Vs. My kids being now 7,2, and 4 and my mom only going to two birthdays which was for the oldest and none for the others, even when we lived 30 minutes away. My sister lives a hour away and their was never a excuse for her. My sisters nor my mom calls me it is just me who does the work. It has been like this for a long time. My sister plans something everyone attends, I plan something a event of any kind I get excuses why they cant. I express to my sister my feelings she says im starting to pick a fight. I invited her to Thanksgiving she said she doesnt want to take her kid from her grandparents and her boyfriend kids away from their family. This has been going on to long time bringing me down for a long time. And I keep jumping in the ring for more punches.",1
My mom has no easy childhood by no means but for some reason sheas been acting strange lately. Itas almost as if sheas trying to be a kid again as weird as that sounds. Iam just really worried about her everyday something new is wrong and I get that people age. Sheas 38 and this problem started about a year ago.,1
1 a Speaking ill of someoneas past to a total stranger 2 a ignoring the girlfriend of your friend when they first meet 3 a calling the girlfriend of a friend irrational 4 a boasting about achievements 5 a faking another mental illness 6 a taking a position of high responsibility 7 a excluding a newcomer from a group 8 a using sarcasm towards the girlfriend of a friend 9 a belittling others publicly 10 a using the boyfriend of the girlfriend to lie for them and call them irrational on their advices,1
"My mother-in-law banned me from her home and life after I wrote a semi-anonymous post on blog on how to deal with toxic people, mentioning her as being one. My husband has vocalized time and again that he is aon my sidea but regularly (every other week or so) continues to see and talks to his parents as if nothing happened.",1
"Almost constantly; while Iam driving I think about getting into a crash, while Iam sitting at home I think about being robbed or killing myself. Anything, really. I want these things to happen and sometimes I gain the motivation to do something about it myself but I never really have the means or the motivation (for lack of a better word) wears off. To me, it doesnat matter whether the fantasy ends with my dying or not, and whether it is preferred or not really varies. Recently I had a friend kill himself, and obviously it got to me; but this all started way before he hung himself. While I am devastated about his loss, I also feel an odd sense of guilt and envy because he actually did what Iave always wanted to/thought about doing.",1
"The narcissistic personality runs through the blood in my fathera;s side family and it disgusts me, but now Iam not sure of myself anymore. As I finished fabricating my future argument, all this realization popped into my head and this is the only time Iam being honest about myself so here I go.",1
I need help Iam engaged to be married but I think Iam in love with an old time friend and I do not know what to do. Iam torn about this I care about both so much please help my what can I do to know what the right choice will be ??? Kind regards (From South Africa),1
"Are there ways to avoid letting chronically angry and verbally abusive people affect your mood? I have a bad-tempered family member that I cannot avoid. She used to yell at me a lot and got violent sometimes. Since I stood up to her several times, she has not dared to attack me directly. Instead, she goes around yelling, swearing, slamming doors and will raise her voice to make sure I hear it if I am far away or in bed. I donat mind curse words in general, but find the intent and vehemence of her swearing offensive and it is degrading to have this constantly directed at me.",1
For as long as I could remember I liked being alone. I think itas starting to really effect me though as I start to get older and enter the adult world. Every time Iam out with friends I feel uncomfortable and awkward. I always feel like Iam putting a front or an act in front of everyone I speak to and I could only feel at ease when Iam at home by myself. When Iam alone I feel as though I donat think. Like Iam just alone in my room for hours imagining a better life and different scenarios of my pretend life when really Iam just laying in bed doing nothing. Is that normal?,1
"Iave been dealing with this issue for a little over 7 years. It started out as becoming easily agitated, to the point Iad break things, rip up clothing, and shut out anyone close to me. It progressed to feeling watched and feeling as though people were trying to poison or kill me. As of today, I canat form relationships, as sometimes I tend to do things I donat mean, such as laughing when told something serious or showing no emotion at all. People are trying to read my mind and steal my thoughts, and I hear voices of people telling me to do terrible things. I donat know what to do at this point. I have a hard time maintaining a job, as there are days I canat even leave the house out of fear. Iave never seen anyone about this, as Iam told I just need a strong faith in God.",1
"I have been concerned about my recent homicidal thoughts. They are always following learning or hearing about abusive, cruel, or just evil people. Particularly parents abusing their children. I just feel that if they could die peacefully, it would be best for their victims.",1
"My question is if there is a psychological explanation for a person choosing someone that treats him poorly over someone that was always there for him and trying to do what he wanted. I always was there for my friend S when he was complaining about his friend C, and I was always trying to make S happy. No matter what C did to S, S always forgave C instantly, but never me if I did anything similar.",1
"A  We dated for 2 years, lived together and were really in love. I had problems moving to a new city a lot of things happened and I was unhappy with anxiety. It was too much on him and we broke up. We tried again but he would be hot and cold.. one moment he would say he was committed to trying and the next I wasnat right for him. He said he still loves me and he canat.",1
"Recently I cannot do things I used to do I donat want to be social with my friends anymore and would rather stay on my own. Along with this, I can no longer have a conversation with my grandparents or dad because of social anxiety even though I could before. When in school now I will feel positive but I know somehow that Iam not and I then will go home afterward and completely change even though I donat know why I just suddenly end up being really sad. Iave heard of bi-polar but I donat know if this is it or if itas all just social anxiety.",1
A  me and my boyfriend have been dating for 1.7 years both 18 years old so our relationship is very good dispute the arguments and a 4 month break from each other to sort out our life because we are at the age where the decisions we make are ever lasting.,1
"Iam only 13, and when I think about the stuff Iam about to write, I feel like Iam just like all the other kids who want attention so they exaggerate their problems. Well, I am only going to tell the truth because I genuinely want to know if I should seek help or change anything about my life.",1
"A  No one ever outright called me names or bullied me over my appearance when I was younger but soon after becoming a young adult I feel like Iave developed a relatively unhealthy view of my appearance. I look at myself a lot and have such a hard time not noticing imperfections. I feel so conceited and it feels like a curse. Little mannerisms like looking at myself in reflective surfaces constantly, rear view mirrors, my phone, turned off laptop screens, bathroom mirrors, windows, basically any reflective glass surface, etc.",1
"My 14 year old brother is the issue. We as family understand that teens often go through this phase where they will get mad and not want to be with the family. Our issue is he spends all his time playing violent games on the laptop and not do homework or help out around the house. His grades are suffering, he refuses to make friends, and keeps to himself.",1
Iam a 14 year old girl and I feel like Iam not attracted to straight guys. Iam only attracted to gay guys.A Iave had boyfriends but itas not normal. I like them but I feel different when Iam with gay guys or even just seeing them. When I see or hear or anything about a gay guy or gay couple I feel something inside me and my heart just starts to race like crazy. Iave even had a dream and I was a guy with a boyfriend and I felt like thatas what I liked. I just donat know what to do and I could really use some help.,1
"Since May, I havenat been sleeping great. I had a roommate before I came home and as soon as I slept in my own room, Iave been freaking out at night. I see the light flickering by my window, someoneas there. I hear something under my desk, someoneas there. Every little thing is making me terrified and unless I take benedryl, I physically canat sleep because Iam so afraid. Since I havenat been sleeping great, Iave also started having minor hallucinations occasionally. Mostly auditory, the microwave running and dishes breaking, but I keep feeling like thereas bugs on me whenever Iam really paranoid. How do I cope with thus fear?",1
"My brother is 14 now, Iam 21. When he was around 3 or 4, and I was about 10 (vague memory) he slept over in my room all the time. But one time, after I saw a movie where people kissed, I was curious. We often kissed on the lips but one night before bed I kissed him too long. I think I just plopped my open mouth on his lips, not knowing that it was really asexuala or aromantica but thinking I was apracticinga so I must have known it was weird. I think it lasted like 5 seconds, and i think he told me to stop.",1
"I donat have a lot of empathy, I think that I am the best person in the world and I say that to people, I have a big ego and if something is not right I always think the worst. I like having power and if some of my friends tell me their problems I get bored quick. At first, I thought that I am a psychopath or sociopath but I am not impulsive, sometimes I want to hurt somebody if they annoy me or make fun of me (very rarely) but I never do ( I donat think I will ever do it). I always think before I do something, I donat think that I need friends but I have them. I planned my whole future to be rich and famous. (From Croatia)",1
"My mother was never really happy with my father tho he is a real gentleman and treats her fairy well. He is always beside her when sheas ill and tries his best to support her yet my mother involved in extramarital relationship more than once. When I was a kid, I saw my mother with my own uncle (youngest brother of my father) sharing the bed while my father was out of the city. Often when my dad went outside the city, my uncle came to our house and it was never ok for me even being a very little kid, I could sense well that theyare doing something really immoral.",1
"My problem is my 23 year old brother claims he wants to move out yet he stays with us. (Iam 26 btw) He may have a job, but he doesnat help around the house. My mother makes him contribute financially. My brother steals my dadasA  xbox controller since 2014 or 2015. My brother is a massive liar. Whenever heas confronted heall lie about it.",1
I am a 17-year-old male. I have developed major anxiety and panic attacks since making bad choices with marijuana and have been living with it for the past year and a half.,1
"I have very low self-esteem. Every therapist I have seen in my life has made a point of telling me I am homely and unattractive, whether I brought up the subject of my looks or not. In a group they were intent on assuring another patient how pretty she was, but at the same time putting me down. We both had short hair and no makeup. Other therapists have put me down as unfixable unattractive, even when I had long hair, makeup, and a basically fit body. Male and female therapists alike expressed this opinion, even when they liked me as a person and enjoyed working with me. I know Iam not a supermodel, but I think Iam pretty enough for people in general. Why would providers tear down a vulnerable patient like this? (From of USA)",1
I want to what kind of damage could happen to a child who was stalked nearly every day over a year and 4 months? There were six protection orders. What can I research? (From the USA),1
"I am 15, my sister: 13. The past two-ish years, I have a growing built up anger towards her. It has gotten to the point where Iam simply in her presence and I can feel myself getting angry and I swear a lot in my head at her, and I havenat held a conversation with her for 2 years. (Other than questions like, awhereas the bread?a) And whenever she does try and start conversation with me sayinga [My name] guess what happeneda I get genuinely mad and annoyed and barely respond.",1
"I overthink everythingaLetas say, my parents, are supposed to pick me up from school. I patiently wait for them for a while but the more I start seeing everyone else going home the more stressed and panicked I get. I immediately think of the worst case scenarioaIt can get from aOh they are just latea; to aWhat if they got in bad a car accident?a or aIf I call them now they might get distracted while driving and it will be my fault, maybe they are in trouble.a",1
I tend to drift in and out of conversation with other people and I end up saying random things that are associated with the parts of the conversation I hear. I have no recollection to what I am doing in my mind as the conversation proceeds but itas like Iam physically there but I am not. Why do I do this?,1
A  I have been in a relationship with my boyfriend for 6 years. I do not trust him. I caught him talking to another girl last year but all he says they did was just talk on the phone. He gets angry over everything. Nothing I do or say is ever right.,1
"I have dealt with self-esteem issues regarding my appearance, personality, self-worth and have always struggled with comparing my familyas earnings and awealtha with other families I know. Keeping in mind that I attend one of the best schools in my country, that I have excellent living conditions and that everybody who lives in my house has everything they need, I should not have a reason to feel this waya but still, my friends and other family members all have a great amount of wealth that makes me feel self-conscious of my where I live, what I do, how I dress and the things I own. I am constantly pretending to be someone Iam not so that others can assume that I have this same wealth that everybody seems to have. All of this has accumulated and affected with my self-esteem, which has always been pretty bad, but recently I have not been able to control it or to ignore it, making me feel worthless and ashamed.",1
"I am 15 and I feel like I might have some signs of being a psychopath. I tell lies every day, either to get attention or to get out of trouble and I feel no guilt about it. I can turn my charm on and off to get what I want, and I can be very good at getting people to do what I want. I feel some empathy like I feel sorry for people, but I have very little time for other peopleas problems and emotions. I donat like hurting people and I donat do it, however, I feel very little guilt about hurting peopleas feelings. When people try to tell me their problems I get bored easily and even annoyed. I like having power over people and I also feel like I can act very childish at times. I know Iam not a full-blown psychopath, but I feel like I show some signs and I need to know what to do. (From Scotland)",1
My boyfriend has a 13 yr who is very clingy to him. Sheas had instances where she would call her mother while she is at our house and cry when she doesnat get her way. This of course would spark and argument with between her and my boyfriend. Of course when we first started dating she felt like he was spending too much time with me and my kids. So I felt the need to step back and let him handle that supposedly gain control of the situation. It seems to be there is an issue that arises every couple months where she gets upset with him about something that involves me and my kids. I canat stand when she comes around and I can tell he knows how I feel. Iam on the verge of calling it quits. I donat know what else to do.,1
"Thank you for reading my question. I recently had a disagreement with some family members after watching an interesting psychological movie. The following question is not specifically personal to me, but just a general wondering (to settle the argument). Is it possible for a person to be a psychopath and a sociopath, or are those two things mutually exclusive? I have tried researching on my own, but havenat found a clear answer.",1
"So my parents have 50/50 custody, the past year i was kicked out living my aunt because my parents didnat want to deal with me . Anyways now i want to live with my dad but my mom wants me to live with her. 1. I do not get along with my mom, thereas never a moment where we do not fight and she lives in a tiny one-bedroom apartment and i would have to sleep on the floor. At my dadas , i want to live there but my stepmom is telling my dad i canat ?? I have a room there and everything, she says because she doesnat trust me and she doesnat feel safe around me when sheas literally thrown stuff at my head, called the cops on me and everything. Living with my dad may be sucky but itas a hell of a lot better than sleeping on the floor. What do i do if my dad refuses to let me live with him even though iam still a minor.",1
For about 2 years now my brother had been dating this girl and she has broke up with him 6 times and he keeps going back to her he just about got in a wreck a month ago over it. He has been fighting with my dad about every little thing and talks to her after every fight.,1
"So, I have this friend, that has been thinking about attempting against her life, and she seems determinate, she says that she feels empty, that she donat want to do nothing, she feels unuseful and feel like she is failing to his friends by being so down and not being able to give them properly attention, she goes to a therapy and take pills but suddenly it arenat helping anymore, she was about to leave those pills because she was feeling better but all of a sudden this feeling came to her. Then there is this other friend, she has the same issue but she thinks no one really cares for her and her family donat treat her good, she is not in therapy because her family donat let her to, she feels unloved and we are not that close either so i donat know what to tell her either I donat know what to tell them at all, i want to give them some advice or support, please help me.",1
"I bring up problems in the relationship because I think I dont get enough from my boyfriend. I feel anxious, inadequate, not good enough for him. I get how me complaining makes him feel inadequate, so itas a vicious cycle id like to break. (From India)",1
"Been going on since I was a teen. Iave cheated on every boyfriend numerous times. I donat feel guilty about it, just try to hide it the best I can. I donat want to be with them, itas more of a aconqueringa thing. Usually itas a one time thing, then I no longer desire them. Iave been with over 2k men in 17 years.",1
"I canat tell. My dad yells and hits my younger brother and when I was younger he would smack me on the head. It makes my little brother cry all the time and weare all afraid of him. I donat think my mom feels safe either. Whenever something that might upset him happens, she makes us swear to hide it from him. Whatas going on?",1
"I truly believe that I have high functioning autism. I have a lot of the symptoms, if not all of them. I have taken multiple online tests and they all say that I do have autism. The only problem is, is that my mother will not take me to get tested. I need a diagnosis, but I do not know how to get one without my mother. What do I do?",1
"A  I have a friend who has autism just like I do. At first we had a lot in common when we first met. As the short two years go by, Iave learned we really donat have a lot in common besides video games, anime and plush toys. Our values and beliefs differ from each other. She prefers family while I choose independence.",1
": Hi,A  i am a 21 y/o male and i really need some advices on my situation. I feel like i am losing my mind and i have no control on the situation.",1
"Jan is a 12-year-old friend of our daughter. Weave known Janas family for 8 years. Mom, Helen, is a single mom with sole custody of Jan. Helen is a loving mom who takes good care of Jan and herself in most respects, in day to day living.",1
"Husband is receiving trauma therapy.A  In therapy yesterday he shared that there is domestic violence in our home and that he wants to heal and learn skills to keep this from happening.A  This morning, CPS was at our door regarding DV reported yesterday",1
"My boyfriend has a 13 yr who is very clingy to him. Sheas had instances where she would call her mother while she is at our house and cry when she doesnat get her way. This, of course, would spark an argument with between her and my boyfriend. Of course, when we first started dating she felt like he was spending too much time with me and my kids. So I felt the need to step back and let him handle that supposedly gain control of the situation. It seems to be there is an issue that arises every couple of months where she gets upset with him about something that involves me and my kids. I canat stand when she comes around and I can tell he knows how I feel. Iam on the verge of calling it quits. I donat know what else to do.",1
"If i worked more overtime I could reach my goal faster but donat want to because then I would miss him a lot and i would be miserable about seeing him less, where as when i was single i had no issues working as much as I had to, in order to obtain my goals because i had nothing to look forward to when I came home.",1
Itas a long story but I was seeing someone romantically and it didnat work out. They hurt me and I canat shake the urge to just give up on life now I know they donat want me anymore. People told me it would fade away over time but it still bothers me all the time even after 6 months. Iave never been heartbroken before but it canat usually be this bad.,1
"Iad like a professional opinion before I decide if I should do something about it, please. Iave never been to a therapist, because I find it impossible to trust anyone whoas control I am under.",1
"I did this all the time as a kid, talk to myself like someone was there. Not like talking with myself to solve problems but just like normal friends having a conversation. It will be a completely animated conversation about anything good and disturbing. And Ial look right where I think whoever Iam talking to (someone made up or sometimes famous or whoever) is standing there. I know itas not real or reality but the fantasy of pretending is nice. I function at work and home fine but I do this everywhere ,work, home, out, everywhere. I used to think its normal but now in not so sure.",1
Iam an 17 yr old Indian with ADHD and i want to pursue medicine and PG in forensic medicine.I cannot concentrate even for two minutes and iam afraid that itall affect my career. I got my 12th results yesterday and found it disappointing as i expected better grades.,1
"My dad sometimes goes to trips outside the state so itas just me and my mom. Iave always noticed that if she canat see something, she doesnat believe in it. So when I tell her a problem that she canat see, she ignores it. Like my severe back problem, my continuous cold, my headaches, sudden pain in the body, etc. I do everything for her. Everything she asks for I do it. I care for her when sheas ill. I wish that she showed me such love.",1
"I have been in a very physically and mentally abusive marriage for 4 years now. I tried my best to make my marriage work and meet up to my husbandas and his familyas expectations but I am always being told that I am good for nothing and I should probably kill myself. I have been accused of infidelity multiple times even when I had never done anything like that. But recently, I just couldnat tolerate all that anymore.",1
"For about two years now, my brother had been dating this girl, and she has broken up with him six times. He keeps going back to her he just about got in a wreck a month ago over it. He has been fighting with my dad about every little thing. Then talks to her after every fight.",1
"Began dating 6 months ago, knew from years ago in a class, kept very loosely in touch, became a couple 3 months ago. I was attracted to his gentleness, depth, and intelligence, he is extremely sensitive.",1
"Iave recently received a microphone in the mail that I had boughten about a week ago. Trying it out, I feel so scared and distracted. I feel as if the more I express myself, the more frightened I am to express myself, and I think itas all because of what I did when I was in middle school. Back in middle school, I used to be a huge cyberbully, and I used a microphone to express such meanness. Now I regret such actions, and that makes me too scared to say anything again.",1
"I have a lot of trust issues with my dad right now. For the past two years my parents have been fighting. Sometimes itas petty things like the laundry, and other times itas about my momas work, or me, or something.",1
"I work as a teaching assistant at the university. I have a mentor who I assist and who also should be my dissertation mentor. Because nothing I did was ever good enough we decided together that I should seek for a new mentor. I had immediate success and my thesis was confirmed very quickly, even praised by an eminent scholar.",1
"When i get mad i over react. i dont realize it but everyone else does. i break stuff , i say very threatening things and i want to harm whoever angered me. i cry a lot when im mad and i tend to rage almost instanly. it could be very small but within 3 minutes im raging and throwing glass and swearing. i cant help it im afraid i have anger issues, mainly family really gets me this way. and because of how i live i have to TRY to bottle it up (doesnt help at all) bc when i really get pissed everything bottled comes out. my family always tries to tell me WHY i shouldnt feel a certain way and it makes it worse.",1
"So I met my best friends in the world when I started college. I finally found a group of people I clicked with and it was all great last year. This year however, every single one of them has switched on me. They ignore me when they see me and walk right past me which is immature and hurtful. The worst part of it is my best friend also hates me now. I met her to reconcile but it led nowhere, and she didnat really tell me what I did to cause this change.",1
"My grandchildren ages 7 and 8 have been telling me for almost 2 years that they are afraid of mommy, my Grandson age 7 started soiling his pants, so I took him to the doctors and he said heas afraid of mommy and she smacks them quite a bit in the head, I got the CPS involved and they sent the children to counselling. The counsellor seen the children one time and informed the childrenas father the children are lying and are making stories up to get mommy and daddy back together.",1
"There are some reasons why I think I might be possibly a sociopath. One is, I know I lack a lot of empathy. A lot of people that know me tell me this. An example is, one time I made my friend upset (she was crying a lot) and I didnat care at all. I knew how she was feeling but I didnat really care. I didnat feel any remorse.",1
My girlfriend who has my best friend for 2 years and I decided to move into a relationship. She an introvert INFJ. We have both been in love since we both met but never acted on it. On my first visit I discovered she was lying about communication with a male friend who she had a one-night stand with last summer.,1
"I have been plagued all my life with a lack of memory for practically my whole past. I have a handful of memories for my entire childhood; none for junior high school; very little for high school and, pretty much as soon as an event in my life is over, I have just a little bit of memory of what I experienced. But the fact of my childhood and early teenage years basically being erased in my memory banks, is the hardest to live with.",1
"Life will be going normal.Something will happen that I donat like or disagree with, nothing serious. All of a sudden I feel pressure in my head, maybe like it will burst.I never know when it might happen and there is no warning. I guess it is an anxiety attack.",1
