text,source
Once my little cousin got into my room and pour coke onto my keyboard. He didn't mean to do it but the coke ended up spilling off the desk into my computer. Fried the computer and i was just so mad!,3
"When I was working for my last company, I used to travel a lot and frequently used to miss my family and friends",3
"Last night, I dreamt that I was riding around the road on a motorcycle, and at one point almost fell of making a quick sharp turn. ",3
"I once told a co worker about an upcoming job promotion and they applied for it themselves, but also made me look bad in the process.",3
"My best friend and roommate got accepted into a competitive master's program in Chicago and broke our lease to leave. I felt stuck while he got off and do the things he wanted to do.  He made me feel like I wasn't good enough anymore to be his friend. Meanwhile, I stayed in town and struggled to even finish my bachelor's while working a dead end job. ",3
One time i was at a party with friends. I for some reason thought people were driving in my car to the next place. Then ended up they weren't going in my car and i felt embarrassed yelling at them.,3
I studied really hard for my annual exam but did not get my desired grade. it left me very disappointed in myself. ,3
I was traveling to my daughters new house at night and I was feeling a little anxious about not finding her house.,3
It was a time of my life where i liked spooky things. I went into a abandoned house and i decided to spend the night. Well i started hearing noises and voices and i just was so scared i ran out the house.,3
My car broke down when I was travelling to work and I missed a very important meeting regarding my promotion. I was devastated.,3
"My apartment flooded in a storm about a month ago, and the contractor who is supposed to repair the damage has taken three weeks instead of the three days he said it would take to do the repairs.",3
"My boss called to tell me that I would be receiving a package the next day, and that I should call her before opening it.  I was really hoping that it was a special award that my company gives to deserving employees, but it turned out to be some personnel paperwork that she needed to go over with me. ",3
"I accidentally ate a piece of cake that my mom made for my dad as a special gift, I felt pretty bad about it.",3
I was once in a grocery store and the fire alarm went off. A lady next to me had 2 kids with her and she asked me to carry one of her kids so we can escape the grocery store. I felt that she felt comfortable around me. ,3
"I was looking forward to spending time with my friend Megan today, but I had to put it off again because I fell ill this morning.",3
I was attacked in the street by someone who stealed my bag. I was so scared that I had a panic attack.,3
"I let my friend borrow my car last year and I got a call later that night that he crashed it and totaled it, man I was crushed by that experience.",3
I applied to a very interesting fellowship last year at the NNSA. I had applied the year before that and had an interview and wasn't given the position. This time I thought for sure I was going to get it but I didn't even get an interview. I was so sad. ,3
I was once was very nervous and scared when I thought my girlfriend was pregnant. Waiting to find out was what got me so scared. I found out that she wasn't and everything was okay. ,3
"One night, i hugged my wife and told her i loved her.  I went to work and got a big raise.  I rushed home to tell her.  When i got home, all of the furniture, my wife and kids were gone.",3
I was babysitting my 2 year old nephew and he tried to dive off the couch headfirst onto the floor.  I caught him by one leg.,3
"I have a big meeting coming up soon, and even though I am pretty well prepared, I can't help feeling like this is a big risk.",3
Recently my refrigerator broke.  I had to throw away all of my food and spend $1400 on a new one.,3
"I stayed up later than I had planned last night and had one too many beers, so I had to call out at work today since the hangover was that bad.",3
I am old.  I am seperated from my wife.  I live far from my children.  For pragmatoic reasons I am the one that can file for divorce.  I do not want to die alone.,3
I was turned down an assistant training position at work. For the past 4 years I have scored higher than the actual head trainer on this test. ,3
When i was younger i didn't have many friends. Would just sit at my computer and was afraid to make friends. Was okay at time but just never felt good.,3
Yesterday at the doctors I had to get a shot.  The worse part was the anticipation while waiting for what seemed like forever for them to come in and give it to me.  It was emotionally draining.,3
I feel this way everytime I see my brother's girlfriend. She's a racist disgusting human being and I feel sick everytime I see her. ,3
I was unsure about letting my son go to a sleepover since we didn't know the family very well.  It was hard to decide what to do.,3
I was on maternity leave but still working from home some.  My boss would call and scream at me about things that happened while I wasn't even there.,3
I snapped at a sales lady for not honoring the price of something that was not labeled correctly. She ended up being very nice and helpful. I was embarrassed with how I acted.,3
When my father didn't show up for my Soccer game i wasn't happy with him. He rather of sat in a SEARs and watch TV where he forgot he had to get to my game.,3
I am so mad at my son.  I asked him three times to do his chores and he still hasn't done them.,3
I am pretty competitive.  So when I saw a guy from my old high school post videos of him deadlifting 335lbs and getting attention from some hot chicks I went to the gym and had my buddy record a video of me benching 350lbs. I posted it and felt better,3
I yelled at my Girlfriend once about not saving money. She cried and i shouldn't of bee so harsh on her. Made me feel real bad about it.,3
"Some so-called friends sent me anonymous love-notes in middle school.  When I found out it was them doing it and not an actual boy, I was very very upset.",3
One of my favorite restaurants that I frequent weekly was just shut down by the health department.  I can't imagine how gross the kitchen must be!,3
My father in law was diagnosed with pancreatic cancer when our daughter was 9 months old.  He passed 9 months later when she was 18 months.,3
I was so irked when I took my car in for an oil change.  The salesman pushed a bunch of things I know I didn't need.,3
When I was 5 I almost drowned in front of over a hundred people.  I was this little chubby Asian boy flailing around in big shorts...and I was in the medium end of the pool..couldn't show my face the next day,3
I had to have some tests run due to an unclear mammogram.  It took days for the results to come back and thankfully they were all clear.,3
My sister in law refuses to ever take her boys to the doctor.  There have been times they have been really sick and she just will not take them.,3
I try to forget my ex and move on.  But every day I wake up and see several things she bought me and I feel like a sledghammer hit me in the chest and stomach.,3
My grandmother passed away when I was 30.  She really didn't get to know my girls very much at all.,3
One time I went to a restaurant with all my friends and I forgot to invite one of my close friends. I felt so bad!,3
My daughter was thrown from her horse a few months back.  We took her to the hospital and it took hours to make sure she was ok.  Those were a long few hours.,3
Our youngest daughter fell down our back stairs and hit her head on the bottom step.  She started throwing up about an hour later and we went to the ER.  ,3
"I left my home to my neighbor to take care of, when I had to suddenly visit my mom in Canada",3
I try not to judge people. And I've never been a saint. But having a naive 15-year-old female cousin gives me some kind of protective inclination to bust up any kind of pedophile or rapist if I get the chance,3
"When my brother got suspended from high school for something he did not do by a vindictive teach, it really made me angry",3
One time I took my friend's cream soda from the fridge.  I didn't think it was a big deal until I found out he had driven 5 hours up North just to get them and they were very expensive.  I felt pretty bad after that,3
I missed a friends wedding because I was hungover and I just felt bad about missing it for dumb reasons.,3
One time I had studied really hard for a test. I went to class and although I knew I would make a good grade there was another classmate that did not study and knew she would fail. I let her copy my answers and she passed.,3
"When I was 12 I watched the Sixth Sense.  I didn't know it was going to be a scary movie but I finished watching it.  I enjoyed it except for the fact I had to sleep with the lights on because I when I closed my eyes I would see the poisoned girl staring at me angrily with vomit running down her mouth, with the abused lady behind her yelling...""YOU CAN'T HURT ME ANYMORE NEDDY!!!""",3
I ate a piece of cake my mom was saving for my dad and I felt like I betrayed him a bit.,3
One time I waited over an hour at the DPS office to get my drivers license renewed. Just as it was about to be my turn the lady working there shut it down and said I would have to come back the next day.,3
Having an existential crisis and realizing I'm going to die and there's no way to know what will happen when I do,3
"My daughters little dog passed away about 4 months ago.  She was only 6 years old, but had an autoimmune disease and it started attacking her red blood cells.",3
i was on a date with a new girl.  we were walking to a concert.  some toughs were approaching the other way.,3
"I can recall when my mother passed away I was very alone, literally. At 20 years old and an only child, you still need your mother. My father wasn't in the picture after she passed either. So I was completely by myself with a 2 year old toddler.  Very sad time.",3
"At work today, I got blamed for a problem that I had nothing to do with.  A report was written incorrectly, and I was blamed for the incorrect figures even though I didn't provide them.",3
"I loved watching ""Sons of Anarchy"" and had only got through Season 2...when my friend ruined everything and said they were all gonna die at the end.  I was sad and horrified",3
I was very sick one day and we had to go to the local ER.  They were so inept and spent much of the time talking about their divorces while I was so nauseous.,3
Every year I'm so excited about Christmas.  And every year I'm not able to get all the things done that I want to.,3
I tripped on the stairs of a subway because one stair was higher than the others and I got quite angry at it.,3
I hate it when my dog jumped on the table and started wolfing down my child's birthday cake. I had spent four hours preparing the cake only to see it disappear in 30 seconds!,3
We made the decision to homeschool our girls.  It's a tremendous responsibility and I still don't think I've got it all together.,3
"The result of my final college exams was to be published the next day,I could hardly sleep due to expectations",3
"When a friend did not come to my moms funeral and lied to me about why, it just really disappointed me. Its something that still makes me upset.",3
I can't believe I didn't listen to my child when they told me that someone is picking on them. I feel terrible now he doesn't want to go to school any more.,3
Sometimes my kids will just not go to sleep! It doesn't help that it stays light out until 9:30pm nowadays!,3
I moved an hour away from my sister. We lived really close before that so we spent time together a lot.,3
I was at the gas station filling my car up with gas and this guy pissed me off. He kept looking at my butt and making comments.,3
Once in elementary school my skirt ripped in front of the whole class and I was so mortified. I even asked my teacher for help and she didn't want to help me!,3
Sometimes I wonder where my life would be if I decided to not go to college. I feel embarrassed to say my major did not work out for me...,3
I am finding it hard to meet the project deadline. And this makes me anxious and stressed throughout the week,3
I remember when I got into a really big fight with my roommate and she kicked me out and I had to move back into my parent's house.,3
Last week I had to put my dog to sleep.  It was so sad.  I had her for 15 years,3
I'm so sad because my family left today on a trip without me and they'll be gone for a week!,3
I felt so bad when I saw that I had accidentally run over my neighbor's rose bush. She worked so hard growing her flowers.,3
I have applied for a job 4 months ago and I am having an interview with the company tomorrow. I do not know what i will see there as it is my first interview ever ,3
I did all my best to be the winner of the music contest. But a very poor performance won it,3
I dropped money on the ground in public.  A kind and honest stranger saw me drop it and returned the money to me.  I trusted that person after that.,3
I was really upset when I found out that the Dallas Cowboys were going to let go of Dez Bryant. I think he's a really good wide receiver if only he wouldn't run his mouth.,3
"I was furious when the distracted driver swerved in front of me, causing me to slam my brakes. I wasn't surprised when I saw the lady yakking on her cell phone.",3
One time I drank way too much and was so wasted that I thought I was gonna die. I threw up and then felt much better.,3
"When I was a kid one of the things I wanted most was a remote control car. My older brother had a job and told me if I get all A's on my next report card, he would buy me the car. I was encouraged to do good in school for the reward. My report card came and my lowest score was A-.",3
I was upset when I found out I didn't get the job I applied for. I thought I had done so good on the interview!,3
I was at the beach and i handed my valuable to a stranger to look over it when i went swimming ,3
I am so nervous about my upcoming surgery. I have never had to have a surgery before. I just hope everything goes right!,3
"One time I saw a 64gb flash drive plugged into a computer. I really needed one so I just took it since it didn't have any information on it, but I couldn't help but feel bad about it.",3
I wish I hadn't eaten all my kids' Halloween candy. They were wondering why their stash kept getting smaller and smaller. I am so hooked to sugar!,3
"I have never been able to afford a car since we are pretty poor. My friend, on the other hand, has gotten 3 free cars.",3
I was on one of my social media sites and ignored a message from one of my friends who said she really needed someone to go with her to an appointment for her mom so she didn't have to sit by herself in waiting room while her mom was in the back talking with doctor. Come to find out her mom had cancer and my friend just wanted me there for support.,3
We (family friends) planned a holiday trip to go for the last weekend. I was preparing for that like packing dress and getting ready to it. Unfortunately one of my cousin was unable to come due to his personal reasons. So we just cancelled the trip. I was feeling sad for this trip cancellation. ,3
"While camping alone, I awoke to sound of growling outside my tent. It sounded like a big old mean wolf who wanted to eat me.",3
"A few years back, I drank some of my mother's rum and didn't ask her. She found out and scolded me for it and it made me feel bad.",3
I was really annoyed today. I walked outside to get something from my car and a friend was just hanging out in my driveway with some people I didn't even know.,3
I heard a noise in my house late last night. It sounded like someone was walking around in the kitchen. I grabbed my mace just in case.,3
My coworker lost his job today. He was held responsible for the offence i committed. Now i feel bad about it.,3
"I was reading the news and I saw some terrible news about some Christians being persecuted in Nigeria. I heard that 6,000 families had been massacred and it made me feel heartbroken.",3
"One night when I was crossing a road, a car didn't see me and almost hit me! I was so scared.",3
Is it okay that I give my neighbor my house key to keep for me so that i do not lose mine,3
"I once was in a car with my friend who was really high and I was pretty scared. I thought that he would drive really badly but he didn't, but it was still worrying.",3
I couldn't believe how pretty my ex's new girl is. How did he ever get such a hot girlfriend? He is nothing special to look at.,3
My brother is having it all while i am here on a spot. i want to move forward and i am angry about everything,3
One time me and my friends went to the movies and one of them ate some edibles (weed) and started to panic. I got really worried that something might be wrong but he was just too high and we just waited until he was more sober after we left the movie early.,3
Me and a few friends got offered to go to this party off campus. It seemed really sketchy but it turned out fine and it was a lot of fun.,3
"I was on a walk with my kids, and these two dogs who are always running around loose causing trouble came running at us like they wanted to attack. I had to stomp my feet and yell to scare them off. ",3
I was so frightened when a black cat started following me home. I am very superstitious and though perhaps it was a shapeshifter.,3
"Last week I made plans with a friend of mine I had not seen in a long time. But on the morning of the day, my friend said they couldn't make it! I was so really mad.",3
"I remember the time when I was madly raging, that I smash a 40oz beer on the street floor scattering all glass pieces over. That was after I lost $500 in gambling. ",3
When I was 9 years old I once stole my friends baseball cards and I still to this day feel bad about it.,3
Someone tried to break into my house. I had to take my kids into our bedroom and call 911 while my husband stood at the door with some pepper spray and a knife. ,3
I have a coworker always disturbing me during working to talk to me about subject that I am not interesting in. ,3
My girlfriend sent me a gift and it will get to me in 3 days. I cannot wait to see what she got for me,3
"I didn't feel great one time when I showed up at court drunk. I panicked at every minute hoping not to be caught, and eventually later court dates I was thrown down in a jail. I was ashamed of myself. ",3
"I was in a neighbors house when they weren't there (I had a key) which was not uncommon. I heard voices and felt like there was a ghost in the house, ",3
Last year my roommate left and my I didnt know many people at college so it got a bit too bring and quiet,3
The other day my cousin emailed me. She mentioned that the whole family was about to head out for our annual family trip to the lake. I'm not able to go this year and I was so upset.,3
When my friend got a scholarship that I didnt I felt jealous but i felt bad that I was jealous and not as happy for him,3
"By mistake, my wife during dinner yesterday said to your friend that we hiking the same day that we were suppose to go with them visit a city.",3
"One night, I was just done reading some really scary stories and my door suddenly opened on its own. Upon closer inspection it was my cat opening it since it wasn't completely closed.",3
"I had a big argument with my mom over who lost her glasses because I knew that I didn't do it. Upon thinking about it more, I'm actually the one that lost them.",3
"I went to a 4th of july music festival and a mother had her 6 year old daughter dressed in a leotard and paraded her around, it was horrible.",3
My friend just got the promotion that I really wanted and she has been in the company less time than I have.,3
I had this girlfriend a few months back that I really cared for. Unfortunately things didn't work out but the breakup was mutual and I still really think highly of her for how honest she always was.,3
"The first time that I ever tried weed was so scary at first. I was in Amsterdam and I was offered a hit from a bong and I was really hesitant, but it was a great time after that.",3
I am stressed. My wife is expecting a baby. I am happy but at the same time I feel littlle stress by the responsabillities.,3
"I remember the time when my grandfather died and caused a family feud. It made my life quite alone, with no one I can relate to because I was young. ",3
once upon a time i am go for the market at that time one man for very hungry because some food for provide the man .,3
"Boy, that movie The Conjuring sure was good. I have not felt scared in a long time, and I am horror movie buff myself. ",3
"It was really icy outside one day at school and I was walking to lunch. Even though I tried really hard not to slip on the ice, I did and people stared at me while I got back up. I cringe when I think about that.",3
"My brother has always had more friends than me. I know I should be happy for him, and I am, but I can't help but wish I had as many as him.",3
"I just watched the testimony of Peter Strzok before congress today. It was quite a show, to see his behaviors unraveling, almost as a sociopath or psychopath would do.",3
"When I was a little kid I used to put my faith in everybody.  I learned later on, as I matured that you can't rely on other people too much because only you know what is best for you in life while everyone else will try to use you if they see you doing too well in life",3
I watched the testimony of Peter Strzok earlier today before Congress. Such abhorrent arrogance and ungodly show on his part. It was not easy to stomach in.  ,3
"I was charged by a subscription magazine, even when I cancelled my subscription a month ago.  Now I have to call or write to them and lose a lot of time.",3
I was planning to attend classes this summer. It broke my heart that they want me to pay 1000 out of pocket.,3
I finished last in a race were there were 500 people even when I was younger than most of them.,3
The other day I was walking in the bushes alone and I was scared when I heard noise behind some bushes.,3
MY ex was supposed to bring by $200 today and he doesn't have even half of that. I'm so mad.,3
"A couple weeks ago, I was up for selection for a promotion at my job. I have been preparing for the promotion for the past couple of months. The days leading up to the promotion board were very high strung and I was very anxious.",3
"When my dad died randomly a few years ago, it really made me sad. I was just not ready for it to happen.",3
"Boy, I feel envious of my wife. She gets to work whenever she wants, and spends time with our daughter whenever she wants. I need to find a real job. ",3
"Just the other day, I was quite embarrassed at work. I was wrapping up my lunch and talking to a coworker. I must've been talking to her for about 5 minutes before she said I had food on my chin.",3
"I feel uncertain of  the consequences, climate change will bring, it could make the pace I live underwater some day.",3
I can remember my first day of high school. I was nervous and not sure if it was going to be okay.,3
I recall there was a time when great misfortune fell upon me - it actually happened this morning. I stubbed my toe when getting out of the shower and I was absolutely devastated that my toe's feeling were hurt ,3
"Once I was getting dressed and a lizard was on my shirt, I think reptiles are gross and disgusting, I screammed out. YUCK! It was now on me.",3
"When I found out my aunt had a heart attack and died alone, it devastated me. I was not sure what to do with myself afterwards.",3
"The first day of my new job, I was very anxious. I felt like it was just a completely different world.",3
My friends are travelling in Russia to watch the Word Cup final because they won some tickets in a contest.,3
"There was a time when I spilled a bowl of cheerios. I flew into a fit of rage so severe that I passed out for a couple of minutes, only to wake up, finding myself in the puddle milk and spilt cheerios.",3
I felt scared when I had to go to the doctor to have a lump checked out on my side. I thought it was going to be for the worse.,3
I didn't told a friend we were going to hike in the mountain because last time she was so slow and we had to wait for her I feel bat about it now.,3
Every Sunday I have to take the trash out to the road. I feel an overwhelming sense of disgust every time I lift up the lid and a swarm of flies appears.,3
"After the house fire we had last year I took me and my family a long time to get back to normal, it was a very trying time",3
"When I got in trouble with the law for the first time, it was a shameful experience. I was more sad that I let me dad down.",3
I tripped my first day of high school in the gym with people around. It was a little embarrassing for me then and there.,3
I felt at fault for letting my credit card debt get out of control. I still haven't told my husband just how much I owe on the card.,3
I had a dear friend end up the hospital after getting into a bicycling accident. It was a scary time.,3
"I was driving down the street and this car came flying out of a side-street and was very close to hitting me, I was quite angry.",3
I ordered a pizza the other day and ate all of it before my kids got up. I felt bad after.,3
i went out with a couple friends to a local bar and we were having a great time. then my friend said he was going to step out and do some drugs and i knew my friend for years and i told him no just stay and party with us but he declined and i started yelling at him and he punched me. i felt like he chose the drugs over our friendship,3
My son always unplugs my phone while Im a sleep and lets the battery die. I am sick of it.,3
"I accidentally left my dog outside in the heat too long about a week ago and he almost got heat stroke, I felt really bad.",3
I broke my ankle a few weeks ago and am unable to compete in a run I signed up for.,3
"The night my husband went to jail I was so scared. I didn't know what was going to happen to him or how I would get him out. I needed him to support out family. He had made mistakes, but was a good man otherwise.",3
A car hit me about 10 years. I awoke up in the morning naked and two womens wasking me for chirurgical operation. I felt so bad to be naked in front of people I don't know.,3
"My husband and I were teens and had moved in to this crappy cabin a friend had offered us for cheap. We had to clean out the kitchen, full of old food and dishes rotting in the sink and fridge from the previous inhabitant. There were maggots, it made me want to vomit. ",3
"I tried to steal some tuna and crackers from a gas station. My boyfriend and I were broke and traveling on a Greyhound, and we were so hungry. I got caught by an officer and felt so stupid",3
One time I was sparring this guy who was about the same skill level as me...but for some reason he was landing good punches...I became really angry when I saw his coach laughing in the corner...so I turned it up a notch until I was snapping his head back with some hard hooks and uppercuts and he started retreating.  I felt pretty good after that,3
When i was in High School i was called names a lot. But one day i was pushed on the ground while walking to lunch. I decided to just hide in the bathroom for lunch and be sad.,3
"So everyone in my family knows I have a huge repulsion of expired food, anything even if people say its good I wont eat it. My little brother and my mom and I had a big dinner with mashed potatoes, and we all ate and after ward my brother tells me, mom used expired gravy!!! And you didn't notice! HA! I was really disgusted.",3
One time i threw a vase down the stairs. The vase broke and i blamed it on the dog. It didn't feel right after doing that.,3
I once was walking down the stairs (not paying attention) and ran into a glass wall right in front of everyone,3
"A coworker of mine recently got a promotion that I also applied for. I worked hard on my application and resume and writing to get the promotion, and they got it not me. I am seriously not happy about it. ",3
I recently learned that a close friend is getting foreclosed on their home. They were diagnosed with breast cancer 2 years ago and I think it drained the family of their money. I wish I could help but I don't have any money to give them. It is just a terrible situation.,3
One time my brother stole my Nintendo 64. I was so mad at him i went into his room and beat him up.,3
I once witnessed a friend of mine get so drunk he punked on me. He was so grossed out i had to throw up to which ended up being out a car window.,3
"My dad took me to a golf championship, the PGA that came to my home town last May. All the famous golfers you see on TV were there and I tripped down a hill in a dress!",3
So I was at a friends house and our kids were running around playing games. While chasing eachother my small child bumped into a vase that fell over and broke! My friend was so understanding but I still felt really bad! I helped clean it up with her. ,3
"Yesterday, I opened up my lunchbox and I found out that the milk I packed was starting to curdle. I felt quite disheartened.",3
"I was looking to adopt a dog and found one that I loved. By the time I was ready to adopt and get to the rescue shelter, somehow else had adopted the dog.",3
"Once I was staying at a friends house and a really bad storm came about, it started to flood! The water started to come inside their house and I was really scared!",3
"I feel bad because I ate all the chocolate. We were supposed to divise between me, my brother and my sisters. I can't control when it is about food",3
Yesterday I saw that bugs had eaten my dandelions in the garden. I had spent so much time watering and taking care of them. I was devastated.,3
My friend who lives in Los Angeles not only gets to live by the beach she can still somehow afford to go to Hawaii all the time.,3
My mom called me at the last minute to tell me she was having all the family over for dinner and she was expecting me to be there. I told her I had plans that night and she told me I should change my plans.,3
My friends left me out of their plans. I'm a pretty social person so it's not very fun for me,3
"I felt sad the other day when my best friend left. She visited for several days and I got used to her being here, but then she left and I miss her.",3
I was at a wedding and walking to be seated (up at the fron because it was my sisters wedding) and I missed my chair and fell down when i went to sit.,3
"I was going to a halloween party and sat out a bowl of candy for the kids, the first person by took the entire bowl of candy.",3
"My dog is getting old and I think it's getting harder for him to walk, seeing that doesn't make me feel so good.",3
"I'm typically this way in a lot of situations, most recently when I had to go to the doctor and have something removed.  I felt better once I was there, though the feeling lingered a bit.  Everything turned out fine in the end.",3
My husky usually spends most of her day outside in my fenced yard. She caught a squirrel the other day and was so excited to bring it to me and show me it. I felt so bad for the squirrel. ,3
My neighbor is like 90 years old and really shouldn't be driving anything not even lawnmower. He hit my work truck and busted a tail light last night and my blood is boiling!,3
I was unable to help my friend who's in need. But I tried my level best to help her to solve the issue. She understand and get the issue solved through our another colleague.,3
"I was recently really excited for a baseball game, but when we got there there was heavy rain and they cancelled the game.",3
"I was trying to merge onto the freeway with my girlfriend and a semi was going way too fast and veered me towards the concrete border of the highway and I ran over a rock. The rock itself was pretty big and it hit my oil pan, the oil pan broke and started spilling oil everywhere. If I had not been calm I would have died",3
The other day I was getting my mail and my neighbors little grandson accidentally let the little devil chihuahua out! I dont think I have ever run so fast in my life! What an adrenaline rush. ,3
I felt really left out when my friends went to a theme park without me. It really bothers me that they didn't even tell me they were going. I really wish I could have gone,3
I was in such a hurry after waking up late. I had to rush getting ready. When I got to work I realized that I still had on my pajama pants.,3
"I was standing in a long line at a store on black friday. I had to use the restroom really bad. The person behind me offered to watch my items and hold my place, but when I came back they had taken some of my items to purchase themselves and left my other stuff sitting in an aisle.",3
