text,source
i walked past you i was oblivious to everything and i couldnt help but feel mournful of everything i had lost tiffani was simply gawking at him saying things to me afterwards wow i forgot how goodlooking he was and me wishing i hadnt heard any of it,4.0
i feel shy about this but this year i started drawing a couple times a week not long since i dont have much time but regularly which is important to begin training myself back into that kind of creating making,4.0
"I had bought several raffle tickets at work to win a gift card to a restaurant, but I lost out by one number! I felt kinda sad over it.",3.0
"I honestly donat know what my problem is. Some days I wake up and instantly hate everything and everyone around me. I go out of my way to block very solution people present me to whatever problem I focus on, and any form of happiness or consolation downright enrages me. If I see someone who is happy, Iall want to make them unhappy. If I sense any positivity, I want to turn it into negativity. I seldom act on these feelings of anger, I just let them sit until eventually they go away. Though it should be noted that every now and again I lash out at my loved ones in the form of intense arguments and verbal fights.",1.0
i feel agitated and cant think of anything productive to do all i can really do is lay on my bed not getting a blink of sleep but think think think,4.0
"Today my future husband told me a story of his family. His grandmother is an alcoholic. The problem is his mother thinks that she is a descendent of The Romanovs (the royal family that was killed in Russia in 1918). It was happening to her gradually. She was okay till 2002, then she started to reproach her husband by saying that she is of the royal blood and so on. Now she has a strong feeling of paranoia as she thinks that everybody (especially doctors) wants to kill her. She also thinks that her husband doesnat work and the government gives him money so he could support her and their children. They always fight.",1.0
i have a feeling some of those people in dublin that snubbed me were just obnoxious city slicker types though most of the people i met outside of dublin were incredibly friendly,4.0
I had a job interview which I was worried about. I had to prepare a presentation and I was scared I would mess up,3.0
the exam was drawing near and i wanted to prepare for it but i had a lot of other things to do so i did not have much time to prepare for the exams whenever i sat down to study i was scared that i would not be able to finish it,4.0
i say i want to be a person of love patience kindness forgiveness and mercy so easy to say sometimes yet when i m feeling so beaten down and low that s even more reason to still choose to put my heart on the line,4.0
i have to say i feel a little offended that our town is in turmoil and you sat back and didnt tell us until we decided to act selectmen geoffrey haworth told developers gordon deane and sumul shah who were also at the meeting,4.0
"I am never late for anything, but now I am always late for work or barely on time. It's driving me nuts. And it all started now that I have to carpool.",3.0
For a long time I lived out in the middle of nowhere far away from many people. My friends and family were very far away and it felt very overwhelming sometimes.,3.0
"Iave been having trouble for the past 3 years with various things like hearing strange voices tell me to do things and once in awhile seeing strange things that no one else can see. For a while I thought they were messengers sent to me and I was terrified of them but couldnat get away. Now Iam doing a bit better. I think this is some type of psychosis? But what is even more confusing to me are these clear memories I have of events that never happened. In these memories I am a different person entirely, but they feel so real. I donat know whatas going on, and itas kind of freaky.",1.0
"Hi, I hope you might be able to give me some advice. Iave never had a problem making friends, although Iave always been selective about who I let get close to me. I am not someone with huge friendship groups though I have lots of individual friends. I do have a group of abest friendsa that I met at uni 10 years ago, 3 of whom I am closest too and have stayed in touch.",1.0
i also feel regretful towards them because the chances of seeing them is very small i hope we will get to go to china a lot more later to meet them i also hope we can do more fan signing events in china chinese fans thank you all,4.0
I went to pick up my car from the mechanic and found a huge scratch on the side!  They are saying they didn't do it!  I am so mad right now!,3.0
"When i was very young we were burgled whilst me, my parents and brother were in the house at night. After this event i had huge difficulty sleeping and became very anxious of being home alone and sleeping in a room on my own. I was even too scared to go across to my parents bedroom for comfort. I often have to go to sleep with the television on.",1.0
Yesterday I saw that bugs had eaten my dandelions in the garden. I had spent so much time watering and taking care of them. I was devastated.,3.0
"I will try my best to get all of this stuff out in a condensed manner. Contextually, I may have been traumatized during my 3rd grade school year. I remember the incident unusually well, and can recall definite features 8 years after the fact. I had gotten into an argument with this one kid. In the midst of this argument I had dragged another guy into it (so-to-speak). All-in-all I was harassing the guy, and I said some really awful things to him. That much, I feel guilty for.",1.0
i said to her i feel sorry for the bus driver he will have to live with this for the rest of his life and it upset her terribly because in my youth and stupidity i gave the impression that i was on the bus drivers side and not hers,4.0
"I have been with my boyfriend for a year and a half and for a good portion of that time we were long distance. 4 months ago we moved in together. recently he and i have begun to discuss introducing me to his 2 boys (3 & 7). we both figured that it was a good time, we have been together for a while and we are very much in love and want much more together, i have met his family and his ex-wife.we have finished getting settled and going through the growing pains of moving states and moving in together. now seems to be a good time to begin integrating me into their lives.",1.0
I had a girl that I was seeing one time and she asked if I wanted to come with her to meet one of her friends. I went along and the way she talked to her was so much more passionate and energetic than with me and it made me wonder what he has that I don't.,3.0
i feel so emotionally drained i really really hate feeling this way and i hate keeping things from people i love and i hate having to pretend everything is normal i want it to be normal and i hate that my happiness is coming from someone else and im so tired i really need a break,4.0
My friends went out drinking last weekend without me. They didn't even both sending me a text to see what I was doing.,3.0
is feeling it got emotional for yuki when confront his love that he was jealous of natsuki having family and that yuki dont anything about family since he only his grandma,4.0
My sister in law basically lives off of my mother in law and her kids get everything. My mother in law rarely gives our kids anything because we have the money to do it ourselves - and I get a bit miffed at times.,3.0
"My son is 8 years old. Heas had serious problems since he was about 3. Heas very intelligent, and he doesnat have the mind of an 8-year-old. Even saying avery intelligenta is an understatement. I am having a hard time getting help for him due to his age, and also due to his ability to turn on a very convincing charm and sweetness whenever he wants to. He has manipulated therapists, and most become convinced that he has no problems at all. Others do know, but say they canat help him. They wonat diagnose him until heas 18. Itall be too late.",1.0
"The most salient thing from yesterday was how we are a family (wife and 3 kids) but as of recent we have been very distant from each other so the household is cold and callous. Just last month our house was loud and boisterous, now its silent and uncomfortable.",2.0
Ok.. I was driving across S. Dakota last summer at night.  Its super dark and you can see all the stars.  Then my car broke down.,3.0
I have just purchased a new gadget. I took it out of the box and tried to activate it but it will not work.,3.0
"I donat have a lot of empathy, I think that I am the best person in the world and I say that to people, I have a big ego and if something is not right I always think the worst. I like having power and if some of my friends tell me their problems I get bored quick. At first, I thought that I am a psychopath or sociopath but I am not impulsive, sometimes I want to hurt somebody if they annoy me or make fun of me (very rarely) but I never do ( I donat think I will ever do it). I always think before I do something, I donat think that I need friends but I have them. I planned my whole future to be rich and famous. (From Croatia)",1.0
i keep thinking about all the times i have given advice and imparted word of wisdom to my friends and i have to say i feel a little ashamed of myself,4.0
"I have an older sister, 43 yr, who thinks she has Aspergeras Syndrome but never got officially tested. Knowing her for a long time, almost all of her behaviors fall in AS behaviors. I believe she needs to get officially tested and seek professional help, and Iave told her this many times. However, she ignores the issue. The main issue is that I canat convince her to seek help. Even if she has some other issues she still needs professional help and I canat seem to be helping her. She is living a life like she is hiding from everything. She doesnat like to socialize and has a very low self-esteem. Iave tried many times to help her with basic life skills such as personal hygiene, organizing and social skills but she doesnat seem caring for them. She, however, acknowledges that she is different than most and agrees that her behavior is childish. At times she become very stubborn when I confront her about her inappropriate behaviors. I thought that she realizing her unusual behavior being AS, was a milestone in dealing with her but I donat know how to convince her to seek professional help.",1.0
i feel wronged in some way or get upset over something the kiddos have done i need to take a deep breath and recite this verse a few times to help me proceed in a godly manner,4.0
"I'm always excited when Taco Bell has a new menu item, but I was a little let down buy the nacho fries.",3.0
i figured it would be more productive read less self destructive lol to finally hold myself accountable to the part of the blog that i ve been purposefully neglecting rather than eat my feelings like the sad fatty i am lol,4.0
I am frustrated when I try to get online but my wifi is not working or it works so slow that I can not open any video.,3.0
i could tell she really enjoyed playing her role and she had me smiling when she cracked her wisey remarks and left me feeling emotional when she sang her solo only a fool,4.0
"I was on a scientific mission to mars when a massive sand storm hit.  Yeah my crew thought I was dead, and they left me behind.  Really sucked.",3.0
My good friend doesnt have a car right now. I lent him mine to use in the evenings to get to work.,3.0
My boyfriend is always talking on the phone when we are hanging out. I feel like he pays more attention to everyone else.,3.0
i started to feel badly about things and a little impolite about eavesdropping so i found my natural pace and left them behind me to sort out where to go next,4.0
i tried to switch to my lighter winter coat the winter coat id wear down south but was tired of feeling cold in the biting wind and went back to my warm canada goose parka,4.0
My grandmother passed away when I was 30.  She really didn't get to know my girls very much at all.,3.0
Yesterday I was unloading the dishwasher and I guess not paying enough attention and dropped one of my good mixing bowls that busted all over the floor. It took so long to clean up. I was so mad at myself. ,3.0
i was able to say that i was indeed the fact that i felt able to post what i did spoke of me feeling somewhat less vulnerable than i have done at times over recent years,4.0
Was not happy taking wife to the club.  All the guys hit on her.  I want to fight them all.,3.0
i go up into headstand i cannot feel or know where my foot is and i felt out of control and hence i was very much hesitant in going into headstand,4.0
i can hear you saying that i ve told you a great number of things that you probably never wanted to know about me and mine to begin with so what could i now be feeling shy about sharing,4.0
Recently my dog got out of the yard and ran to the neighbors and ran all around their house upsetting their dogs! It was quite annoying but eventually he came to me after I called to him for a bit.,3.0
"Iam not satisfied with my life at all. Ever since I was a teenager, I constantly view my life as flawed, and I want to relive it. I feel like I didnat even experience certain parts of my life, like teenhood. I spent lots of time in my teenhood being afraid of growing older, and now, as an adult, I find myself pining for high school. I want to do it all again, and this time be a football player, or even an academic, anything. I just feel like Iam not special, and whatever talents I do possess I put down. For example, Iam not proud of my talent in ASL, because a lot of people donat seem to show interest in it, or itas not as highly regarded. Also, I am sad that I am an adult, because now I wonat be able to excel at anything, or feel recognized or special. Why do I feel so unworthy? I know this thinking is weird, but please help me understand it, if you can.",1.0
"A while back, my friend was fating this horrible guy, so I started sending fake texts to him from a throwaway number hoping she would see them.  I felt really bad about it in the long run.",3.0
I just had a very busy day where I worked non-stop until the evening. It made me feel anxious as I felt I had so much to do,2.0
"First time I ever went to a traditional Japanese cook-house I couldn't believe to variety of food. Moreover, I couldn't believe the variety of food that was still moving...",3.0
The most awful time of my life was when my wife went to jail for a month. I'm glad it's all over.,3.0
i feel bad about that alot on two fronts bad that no one is helping me do all the things that get done and bad that they are so enabled,4.0
"My neighbor just decided that while I was gone on vacation, they would dig up a tree they don't like hanging into their yard.  They dug a big hole right in my backyard!  My blood is boiling still.",3.0
ive got some key tips to help you focus on avoiding feeling like a neurotic imposter and moving yourself to being a deserving confident individual how much better does that sound,4.0
i attended a ceremony in denmark which is comparable to our halloween they build a large bonfire and place a life size dummy of a witch the crowd cheered when the dummy burst into flames,4.0
I had to give a speech at work and I forgot what I was going to say. I stood there mute for a full 3 minutes before having to step away.,3.0
i wasn t shaken i wasn t worried about baby feet i was just worried about him shattered and looking on trying to block the thought of his granddaughter s bleeding feet out of his mind feeling humiliated over a simple accident and two irrelevant glasses,4.0
"I went on a date with this girl and she told me the date went well. After that, she then ghosted me which made me quite mad and upset.",3.0
"I have been married for 23 years. My husband used to be more affectionate but it has waned over the years. It is however, not completely gone. He will hold me at night as he falls asleep, kiss me upon arriving home and we are still regularly physically intimate. Although Iave had to guide him throughout the years, he is supportive and kind despite being a bit distant and unexcitable. I know that most women would be fairly happy with this situation but for some reason, I have moments where I feel he could be more affectionate and romantically focused. He is an excellent provider and we have a beautiful home, nice kids and a blessed life. What on earth is my problem then?",1.0
"I feel disgusted when Iam around my mom.A  I canat stand be close with her, I donat feel asafea around her, I feel like sheas strange person. I donat want to talk with her, I donat want to her touch me or anything like that. So basically I just want be far from her.",1.0
i mean this a a compliment truly and reaches its obvious apex not a compliment with the shouting of that word the sharp inhale that the audience inevitably does feels fake,4.0
"I had to work 2 open to closes at work in a row when i managed this place.The General manager Ignored all phone calls, and let me just get used.",3.0
"Once upon a time, I had to write a paper for an English assignment. I decided to procrastinate on the assignment and did not read the literature I was supposed to. I decided to use the internet to help me write my paper and my paper was flagged for plagiarism. I felt so bad for not taking the time out to read my assignment.",3.0
"When I was a brand new mom, I had to run to target for pumping supplies and my son wouldn't stop screaming.  I was so flustered I just left and asked my mom to go get them!",3.0
i mean no harm i just want to express my innermost thoughts and feelings so i am saddened that someone actually thinks im some obnoxious crazed ex who does nothing but to create social networking accounts so that i can freely rant on the internet,4.0
im just being impatient but its been a rough couple of weeks just trying to figure out what my purpose is on this earth because right now i feel totally useless and worthless,4.0
i dont know the whole story and i am rather tired so i hope this is coming out right but im so foggy feeling i could be being bitchy and not even notice,4.0
i try to understand how you feel so much now to have bothered why and i explained to you yes you think youre right to have listen to what i said beyond my understanding of your feeling,4.0
i think you can not help but cry like you want when i feel wronged and want you by my side listening quietly tell me for i think you gently wiped the tears dry and then told me to be strong to live so i have all the courage,4.0
My step father died and my mother moved in with my sister.  They took the insurance money and bought a big house.  ,3.0
I trusted my son to drive while I slept.  I always drive and get nervous when riding with someone else driving.  He did really good.  He didn't even wake me up.,3.0
"Iall try to be as brief as possible. I recently started a new relationship with this girl. Before we started our relationship, she spent a year living the single life a hooking up on tinder, partying, and having a generally good time.",1.0
i love black white and all of the neutral color for my outfit right now i feel like a blank canvas and i can set my mood for another collection without wasting a few precious hours to mix and match my daily outfits itll be black white or something with grey,4.0
i was having dinner with yuu chan and she was saying she felt it really strange coz it s almost like i go to japan just so that i would feel all tortured when i got back so might as well not go,4.0
i don t recall what excuse i came up with it was probably a good one i was very good at compiling excuses in those days but at least i didn t feel ignored any more,4.0
i realized that although i liked the challenge of starting and finishing a painting every day i didnt want an arbitrary deadline making me feel rushed to make sloppy work or work i didnt like so im happier that it took longer and left me with a stack of paintings i love,4.0
I was supposed to bring my wife flowers for her birthday but I forgot to do that. I feel really terrible for this.,3.0
"In my first year of university I was a very shy insecure boy who had just started to live and study in a big city. I had just started to make friends, and as I didnat have any male friends there was one girl I met, who became one of my first friends. She seemed likeable, funny and charming. We shared many mutual interests. Needless to say, I did favors without even thinking about it. I even fell in love with her at some point, but it wasnat mutual and she has a boyfriend.",1.0
"I have held on to feelings for my best friend in elementary school for years now. She was the only one to comfort me when I was feeling down, which was often. It evolved into a crush. But she had to move to Georgia in the fourth grade. I never truly got over it. I believed that I loved her but never got to tell her. She had called me before once, but I never got the number and still never got to tell her how I felt. She was the only one I loved ever since and never had a girlfriend relationship. I believed that it would be unfair for the other person if I canat love them how they may love me because Iam still hoping that she will come back into my life. I am 20 years old and I know I should move on, but I donat know how. Every time I thought I have moved on I remember her and it almost moves me to tears.",1.0
i feel overly grouchy this morning i need to go work it out of me i feel overly stressed and frustrated and i know that physical activity helps me dispel it all,4.0
im a creature of habit and unless i put work into arranging those habits i end up doing whatever ive always done and feeling a little bit annoyed that some silly homework assignment dares to bother me and try to get me doing what it wants,4.0
Customer service sent me two bad vacuums now. Well the second works but the stretcher pole thing that is metal doesn't work right. Sigh..,3.0
My girlfriend ran into her friend one time and I got really upset. She was so much more energetic and happy with him instead of me.,3.0
i feel very humiliated to even ask for any kind of help of any kind but feel that i am left in no position not to because of cash flow this month and the danger of repossession of my car very real,4.0
i am always ready to share my daily miseries with the world wide web and that is not about to change but having a day that left me feeling as defeated as yesterday has made today feel like a breeze,4.0
I didn't pay my rent this month because I have some financial problems. The landlord have put a paper on a wall of the building notifying my neighbors that I didn't pay my rent. ,3.0
" Hi, Iam 14. Iave been in high school for about a year now. I started becoming very very lonely. I used to go out with my afriendsa. Now I stay home every single day & itas summer. I sometimes cry myself to sleep because I feel so unwanted! My parents are divorce, I live with my dad & my dad HATES my mom. I havenat seen my mom in 4 years. Witch probably makes me so emotional. I sometimes even cry because I donat think I feel love or understood by anyone. I donat like talking a bout my feelings to people because I feel unwanted, I feel like they wonat care. I keep so much to myself. It brakes me. I believe my dad is Bi-Polar & has anger issues, witch could be a reason why I get mad very easy. I hate my body so much! Iam fat! Im very insecure. I have so much emotion in me. Iam always sad, I could be happy for one minute then back to sad. I also sleep my whole day away.",1.0
i do not expect that you will feel any remorse for the hurt that you have caused me and you no doubt still believe that i owe you an apology,4.0
"So I donat think my parents like me anymore. Iave got a sister who has very good grades and is participating on a lot of swimming competitions, she wins alwaysa They only have attention for her and I feel forgotten, my parents talk about her all the time. My whole life depends on when she has competitions or when she has to practice.",1.0
There was this one time in during gym class in school where we had to play volleyball and someone on the opposing team spiked the ball in my face. The ball came crashing down and I had a bloody nose and swollen face. Everyone was laughing at me. It was horrible.,3.0
i feel sad about the music business from jeff bb okay ive seen it too many times dont judge about how the music that is popular is the best music that is out there,4.0
"I am a straight girl who is only attracted to homosexual men. As a child, of course, I had crushes on straight celebrities, but as Iave gotten older and have begun actually trying to have relationships with others, I cannot seem to stay attracted to straight men. Being physically attracted to heterosexuals is one thing, but after I get to know them, I am turned off. This has happened more times than I can count. I love gay men. Even if theyare not flamboyant, thereas something about a homosexual man that I am so attracted to.",1.0
i was feeling i said i don t want to put any of us in a dangerous position because i can t seem to follow the proper rules of etiquette for this time,4.0
I had so much belief in people that I gave my car to someone and he drove it and never came back with it ,3.0
My wife left me alone for the whole week. I'm gonna be all by myself taking care of the dog.,3.0
"Iave lived with my aunt for over 6 years and the past 4 have been hell she yells at me constantly and sometimes hits me. When she does I just think and have to stop myself from acting but I just know that i could kill her. How do i stop the urges? Iave made plans about killing her then myself but I always stop myself. How do I tell my close friends about this and what should I do? She isnat the only person Iave thought about killing, the other is my female friends adopted dad who touches her and says explicit stuff to her.",1.0
i believe this is a projection of our own anger towards ourselves for not living up to society s expectations or more simply for just feeling like doing nothing or being selfish,4.0
"I decided to see a private therapist for the first time today, and after the session I felt like it was pointless (I have met with a school psychologist before, and she was absolutely amazing, & professional, so this made me question todayas experience.)",1.0
i personally feel unsure about the whole story but i remembered in it i got a text from my dad that he crystal clearly forbids me to go to ugm,4.0
i say i wish i was sick then i get it but thought or not really rather than to school feeling so miserable as when in september the physics i have not kept your eyes open and at least the first hour i literally slept,4.0
I used to be nervous if someone tried to confront me or start a fight...but since I've taken up boxing mma and wrestling I really don't fear anybody,3.0
"Lately Iave been feeling very strange. Iave always considered myself to be very bright but lately I feel like Iam slowly turning into an idiot. Iave loved reading ever since I was young, and I used to be able to read an entire book in one day, but now it seems like the words make no sense to me and I often have to read things over and over again just to understand simple sentences.",1.0
I was at a scary maze and one of the people there actually scared me! It was super funny afterwords,3.0
"I am seventeen and I dated this guy for about six months. We were so happy together, and we always had a great time when were were hanging out. We then ended up breaking up because of a lie that was spread around. After we broke up, we settled everything and wanted to go back out with each other and when we tried, my mom would not let us. She hates him for some reason and will not even let me talk to him. I love him with all my heart, and he treated me so well but my mom will not allow us be together. I am no longer allowed to see him, talk to him or even make contact with him in school.",1.0
i used to always throw out twd as an example of dual excellence whenever anyone would defend some tedious issue superhero story but recently i feel like the single issues are suffering a bit,4.0
I heard noises coming out of my attic the other day. It sounded like someone was pacing around. I am too scared to go look.,3.0
i feel unloved i feel so lonely theres a huge hole deep inside i though i would be his one and only but instead his love has died help me lord to see the plan that you have laid for me he acts as hes no longer part of together part of we,4.0
"My best friend from childhood came into town last week.  We were supposed to get together for dinner one night, but she bailed at the last minute.",3.0
I presented a watch to my mom on her anniversary. She missed it in a month. I was angry on her and scolded her.,3.0
"I am incredibly jealous in my current relationship. I have never been a jealous girlfriend before. With previous boyfriends, I felt a pang of jealousy with certain circumstances a like one bf used to stay at a female friendas house in France for holidays a but I just told myself thereas no point in going out with someone unless you trust them and that worked.",1.0
i have gotten pregnant i feel like i have been ignored by everyone i hardly get any comments any more and it is like people think i was faking if and i m not one of then any more,4.0
i played the hell out of halo three and i have a feeling it s really just the maps because i hated high ground and i just plain don t enjoy swordbase,4.0
I am so mad at my son.  I asked him three times to do his chores and he still hasn't done them.,3.0
ive tried to live without feeling but the dull numb feeling that results makes life sort of unbearable though it does easier to float through life but who wants to live that way,4.0
I was at a bus station and a woman was sitting in the bus station. A homeless person came close and started peeing.,3.0
im totally green at this freelance thing and im acting a little more professional than i feel but i trust sandi enough to be a bit vulnerable with her and trust that she wont take advantage of me,4.0
One time I waited over an hour at the DPS office to get my drivers license renewed. Just as it was about to be my turn the lady working there shut it down and said I would have to come back the next day.,3.0
i really should wait until the end of the year for this but i m feeling lethargic and don t want to do any of the things i should be doing,4.0
i can have such a faith because i believe that there are people who have left feeling dismayed and disappointed in a god who did no miracles in their lives,4.0
I ordered McDonalds yesterday and since my lazy daughter wouldn't get out of bed I ate her food. I kind of fell bad about it.,3.0
i truly do hope this helps somebody else who knows someone currently battling with cancer and that its okay to feel inadequate or helpless and that there are many people out there like you back to the races,4.0
i feel there are other options that not as violent probably more costly yet equally futile so whats the problem with keeping our men and women out of harms way,4.0
"I have dated my boyfriend for 2 years. He is 20 years old and is the same age as me. We never really had the dating situation, we just moved in together. He moved in with me at our home town. Now we are living across Canada together so he can work.",1.0
"I'm waiting on my friend to confirm our plans for tonight, but he's taking so long. I'm not sure if it will even happen at all.",3.0
When I was walking around my neighborhood I felt something drop on my head. I reached up and realized a bird had did its business on me. I was revolted!,3.0
"I am 53 and one of 5 kids. Mother left Dad (us) in the a80s for a woman in another State. She (they) eventually moved back but lived several hours away. We are only now realizing that many of our trials in life have been a result of her abandonment, lies, narcissism, and reluctance to acknowledge her hypochondria (which nearly frightened us to death as kids)or seek therapy for her own survivoras guilt from when her own mother was killed by a drunk driver.",1.0
i feel bad for jason he says he has never been so close to being a vegetarian every before cant do the meat praise god ive not had anymore bleeding and i see my high risk obs this week,4.0
i need to act yes i know i can t write or think my way out of the complexities i m dealing with right now and yes i know that i can t expect things to just happen but i hate feeling rushed and judged and being told what to do as if i m not capable enough of doing that on my own,4.0
"I sometimes only do my homework the day before itas due, even if I am given enough time to do it. Other times I just donat do them and am always on my phone instead. I am curious as to why I am behaving this way. It has affected my grades and Iam not sure what to do.",1.0
i stop seeing a person as a person but rather an extension of myself and when i m feeling dissatisfied and woefully superfluous i entertain ideas of cutting them off much the same way i d cut off my hair so that without that baggage without that waste i could be who i should be who i want to be,4.0
"Hi, I am 32 old man and have been a relationship with a woman for 4 years who is 31. We got engaged about 1 years ago.I have been having very confusing thoughts since I proposed. Sometime I feel very happy to be with her, sometimes I feel I made a mistake to get engaged. I sometime feel that I have a wonderful woman and sometime I think to myself I can do better. When I see friends who have better looking girlfriends or wives I get extremely upset that I donat have an equally better looking partner.",1.0
i was feeling pretty beaten when we got to the shotgun building of a doctor s office and as we walked down the hall i spied my antagonist and his face was swollen to the point his eyes were almost closed and his hand was broken,4.0
"A little over two years ago I lost my father to pancreatic cancer. I left my friends and my life on the east coast to help mom take care of him. Before he passed he and my mother adopted my young niece and nephew. After his passing I stayed on to help her with the kids. She decided she no longer wanted to live where my father had passed, so we moved out west. I had a female friend that I kept in contact with and we decided to make a go of a relationship. My only concern is that she was much younger than I (she was 23, I was 35). She moved out west with me about 6 months after I came out.",1.0
I went swimming in the pool and some of my extensions came out in the water. No one saw but me.,3.0
"I have been married for 21 years. While we were going out, my wife had this weird relationship with her old boyfriend. They spent hours talking on the phone; he tried to get her to go out with him on afriendlya dates; and never stopped asking her about me. He was in a serious relationship (now has wife a 2 kids). My wife even invited him personally to our wedding. He sent her a congratulations note with amarriagea written weirdly. For me, it was obvious, from the start, that this guy was trying to win her back.",1.0
"Recently I have been thinking about my life is so unnatural if I compare myself with other people, but on the other hand I always have been weird/odd for most of the people I met, however my life has been almost always like that but for me it is not strange at all. I know that Iam strange because people told me all the time when I was in school. Iam not aware that whether something is strange/wrong with me or not, only people tell me that my behaviour is not normal. Lately my parents told me if I donat change myself then they are going to take me to a psychologist.",1.0
I went to the grocery store the other day. I shopprf got sn hour then realized I had left my purse home.,3.0
Before I got married I use to wear menas bikini underwear (regular and string). For almost two years I have been secretly putting on and wearing womanas panties. At first I was trying on and wearing my 18 year old step daughters panties in which she was ok with and than I decided to go out and buy some types of them for myself. eventually I was told to stop or a divorce was coming. I constantly thought about wearing them again to include menas underwear i use to wear. I now continue to secretly wear my step daughteras panties and buy some for myself. Is it wrong for me to wear/do and is there somewhere to go for help? I dont want my wife to know.,1.0
i have been feeling a little jaded about almost everything lately my job my wardrobe fashion in general hence why i have been rather quiet in blogosphere but to keep the momentum going i thought i would just quickly summarise what ive been buying lately not much,4.0
"My friend borrowed a book from me, but he lost it. It was one of my favorites and it's not so easy to replace",3.0
I was in a car accident one time. I could see the other car coming at me before the impact.,3.0
I try to forget my ex and move on.  But every day I wake up and see several things she bought me and I feel like a sledghammer hit me in the chest and stomach.,3.0
i had the biggest argument with my dad over getting a b for chinese back in sec just makes me feel so disgusted about his expectations as well as my expectations of myself,4.0
i feel unloved as i know im very fortunate to be in the situation i am in and i do truly believe that i am a priority not a game but some days i still lack the strength to see that right away,4.0
i admit that in the past ive used it far more to share personal perspectives than professional insights for me its all interconnected and it would feel insincere to create a new blog for professional thoughts only,4.0
